web-scraper-order,web-scraper-start-url,name,phone
"1651750375-2714","https://www.sulekha.com/computer-software-dealers/bangalore","C Cube",""
"1651750375-2710","https://www.sulekha.com/computer-software-dealers/bangalore","Grace System Technolgy  Labs India  Pvt. Ltd.",""
"1651750375-2597","https://www.sulekha.com/computer-software-dealers/bangalore","Dotrixs Softwares Pvt. Ltd.",""
"1651750375-2842","https://www.sulekha.com/computer-software-dealers/bangalore","K2 Consulting Bangalore",""
"1651750375-2718","https://www.sulekha.com/computer-software-dealers/bangalore","Siri Infotech",""
"1651750375-2683","https://www.sulekha.com/computer-software-dealers/bangalore","PipeCycle CRM | Lead Management - Customer Relatio",""
"1651750375-2601","https://www.sulekha.com/computer-software-dealers/bangalore","Zeppelin Consultancy Services",""
"1651750375-2893","https://www.sulekha.com/computer-software-dealers/bangalore","Icon Softek",""
"1651750375-2566","https://www.sulekha.com/computer-software-dealers/bangalore","Refix services",""
"1651750375-2719","https://www.sulekha.com/computer-software-dealers/bangalore","Anayan Software Consultancy",""
"1651750375-2751","https://www.sulekha.com/computer-software-dealers/bangalore","Directlink India Pvt. Ltd.",""
"1651750375-2892","https://www.sulekha.com/computer-software-dealers/bangalore","Digicomp Softwares",""
"1651750375-2707","https://www.sulekha.com/computer-software-dealers/bangalore","Xchange Tech Learning",""
"1651750375-2618","https://www.sulekha.com/computer-software-dealers/bangalore","Solve My PC",""
"1651750375-2587","https://www.sulekha.com/computer-software-dealers/bangalore","SANGHVI TECHNOLOGIES",""
"1651750375-2734","https://www.sulekha.com/computer-software-dealers/bangalore","LYD Technologies",""
"1651750375-2858","https://www.sulekha.com/computer-software-dealers/bangalore","Penguin Infotech Pvt. Ltd.",""
"1651750375-2853","https://www.sulekha.com/computer-software-dealers/bangalore","Accelerated Systems Pvt. Ltd.",""
"1651750375-2675","https://www.sulekha.com/computer-software-dealers/bangalore","ITC computer solution",""
"1651750375-2782","https://www.sulekha.com/computer-software-dealers/bangalore","Taixila Infotechnology",""
"1651750375-2621","https://www.sulekha.com/computer-software-dealers/bangalore","Fix Bangalore",""
"1651750375-2522","https://www.sulekha.com/computer-software-dealers/bangalore","Fcoos Technologies Pvt. Ltd.",""
"1651750375-2738","https://www.sulekha.com/computer-software-dealers/bangalore","Ciber Spring",""
"1651750375-2742","https://www.sulekha.com/computer-software-dealers/bangalore","Duche IT Soluions",""
"1651750375-2606","https://www.sulekha.com/computer-software-dealers/bangalore","HP world Computer planet",""
"1651750375-2731","https://www.sulekha.com/computer-software-dealers/bangalore","Team Computers Pvt. Ltd.",""
"1651750375-2713","https://www.sulekha.com/computer-software-dealers/bangalore","Ikanos Communications India Pvt. Ltd.",""
"1651750375-2812","https://www.sulekha.com/computer-software-dealers/bangalore","Cranes Varsity",""
"1651750375-2772","https://www.sulekha.com/computer-software-dealers/bangalore","Dendrite Software Pvt. Ltd.",""
"1651750375-2863","https://www.sulekha.com/computer-software-dealers/bangalore","Comavia System Technologies",""
"1651750375-2764","https://www.sulekha.com/computer-software-dealers/bangalore","File Server",""
"1651750375-2905","https://www.sulekha.com/computer-software-dealers/bangalore","Aerron Business Solutions",""
"1651750375-2852","https://www.sulekha.com/computer-software-dealers/bangalore","Softvent Services Pvt. Ltd.",""
"1651750375-2761","https://www.sulekha.com/computer-software-dealers/bangalore","I-Mac Technologies Pvt. Ltd.",""
"1651750375-2760","https://www.sulekha.com/computer-software-dealers/bangalore","Cominfo Software Solutions",""
"1651750375-2826","https://www.sulekha.com/computer-software-dealers/bangalore","K. Two Technology Solutions",""
"1651750375-2845","https://www.sulekha.com/computer-software-dealers/bangalore","Netsoft Solutions",""
"1651750375-2603","https://www.sulekha.com/computer-software-dealers/bangalore","Proago Ventures Pvt. Ltd.",""
"1651750375-2630","https://www.sulekha.com/computer-software-dealers/bangalore","Sanjay K C",""
"1651750375-2640","https://www.sulekha.com/computer-software-dealers/bangalore","xiphias software technologies pvt.ltd",""
"1651750375-2919","https://www.sulekha.com/computer-software-dealers/bangalore","Bytechip Technologies",""
"1651750375-2864","https://www.sulekha.com/computer-software-dealers/bangalore","Ninestar Information Technologies Ltd.",""
"1651750375-2922","https://www.sulekha.com/computer-software-dealers/bangalore","Field Service Management Software",""
"1651750375-2785","https://www.sulekha.com/computer-software-dealers/bangalore","Internet System Global Pvt. Ltd.",""
"1651750375-2605","https://www.sulekha.com/computer-software-dealers/bangalore","Perfect IT Solutions",""
"1651750375-2669","https://www.sulekha.com/computer-software-dealers/bangalore","Emsalescrm",""
"1651750375-2736","https://www.sulekha.com/computer-software-dealers/bangalore","Foresee Incorporation",""
"1651750375-2689","https://www.sulekha.com/computer-software-dealers/bangalore","Kaira IT Solutions Pvt Lt",""
"1651750375-2687","https://www.sulekha.com/computer-software-dealers/bangalore","Eztask CRM",""
"1651750375-2883","https://www.sulekha.com/computer-software-dealers/bangalore","BCT Consulting Pvt. Ltd.",""
"1651750375-2617","https://www.sulekha.com/computer-software-dealers/bangalore","Gatik Business Solutions Pvt. Ltd.",""
"1651750375-2613","https://www.sulekha.com/computer-software-dealers/bangalore","Kabbal Computers",""
"1651750375-2529","https://www.sulekha.com/computer-software-dealers/bangalore","SIMPLY VYAPAR APPS PRIVATE LIMITED",""
"1651750375-2715","https://www.sulekha.com/computer-software-dealers/bangalore","Vignesh Technologies",""
"1651750375-2882","https://www.sulekha.com/computer-software-dealers/bangalore","Lenvica Computer Solutions",""
"1651750375-2811","https://www.sulekha.com/computer-software-dealers/bangalore","Camo Software India Pvt. Ltd.",""
"1651750375-2551","https://www.sulekha.com/computer-software-dealers/bangalore","Fore Vision Technologies Pvt. Ltd.",""
"1651750375-2802","https://www.sulekha.com/computer-software-dealers/bangalore","Tarang Software Technologies Pvt. Ltd.",""
"1651750375-2526","https://www.sulekha.com/computer-software-dealers/bangalore","Pro I ERP Consultants",""
"1651750375-2794","https://www.sulekha.com/computer-software-dealers/bangalore","Mentorware",""
"1651750375-2725","https://www.sulekha.com/computer-software-dealers/bangalore","Rachna Tech Solutions",""
"1651750375-2743","https://www.sulekha.com/computer-software-dealers/bangalore","Cloud Lending",""
"1651750375-2891","https://www.sulekha.com/computer-software-dealers/bangalore","Datalinks",""
"1651750375-2668","https://www.sulekha.com/computer-software-dealers/bangalore","Namma Computers",""
"1651750375-2681","https://www.sulekha.com/computer-software-dealers/bangalore","StreetGooser Tech Pvt. Ltd",""
"1651750375-2523","https://www.sulekha.com/computer-software-dealers/bangalore","","080-48093177"
"1651750375-2682","https://www.sulekha.com/computer-software-dealers/bangalore","Softbazaar",""
"1651750375-2857","https://www.sulekha.com/computer-software-dealers/bangalore","Sogo Computers",""
"1651750375-2693","https://www.sulekha.com/computer-software-dealers/bangalore","Olea Cloud ERP",""
"1651750375-2583","https://www.sulekha.com/computer-software-dealers/bangalore","Nandi Laptop Service Center",""
"1651750375-2610","https://www.sulekha.com/computer-software-dealers/bangalore","Marvelsoft",""
"1651750375-2584","https://www.sulekha.com/computer-software-dealers/bangalore","ONE STOP SOLUTION'S",""
"1651750375-2552","https://www.sulekha.com/computer-software-dealers/bangalore","Square One Solutions",""
"1651750375-2740","https://www.sulekha.com/computer-software-dealers/bangalore","Sai Ganesh Medicals",""
"1651750375-2759","https://www.sulekha.com/computer-software-dealers/bangalore","Pramati Technologies Pvt. Ltd.",""
"1651750375-2797","https://www.sulekha.com/computer-software-dealers/bangalore","P.A.C. Soft Solutions Ltd.",""
"1651750375-2781","https://www.sulekha.com/computer-software-dealers/bangalore","Swethagiri Software Pvt. Ltd.",""
"1651750375-2562","https://www.sulekha.com/computer-software-dealers/bangalore","Gowramma IT Solutions",""
"1651750375-2793","https://www.sulekha.com/computer-software-dealers/bangalore","Ion Idea Enterprise Solutions Ltd.",""
"1651750375-2844","https://www.sulekha.com/computer-software-dealers/bangalore","World Computech",""
"1651750375-2856","https://www.sulekha.com/computer-software-dealers/bangalore","Aspect Ratio Engineering Services Pvt. Ltd.",""
"1651750375-2608","https://www.sulekha.com/computer-software-dealers/bangalore","High Sky Business Solutions",""
"1651750375-2851","https://www.sulekha.com/computer-software-dealers/bangalore","Hewitt Associates",""
"1651750375-2581","https://www.sulekha.com/computer-software-dealers/bangalore","Computer Repair and services",""
"1651750375-2563","https://www.sulekha.com/computer-software-dealers/bangalore","Kiran Barcode Systems",""
"1651750375-2758","https://www.sulekha.com/computer-software-dealers/bangalore","Stimuls Consulting Pvt. Ltd.",""
"1651750375-2907","https://www.sulekha.com/computer-software-dealers/bangalore","Simple Solutions",""
"1651750375-2837","https://www.sulekha.com/computer-software-dealers/bangalore","System Advisers Group",""
"1651750375-2908","https://www.sulekha.com/computer-software-dealers/bangalore","Ness Technologies India Pvt. Ltd.",""
"1651750375-2803","https://www.sulekha.com/computer-software-dealers/bangalore","Topsys Solutions Pvt. Ltd.",""
"1651750375-2840","https://www.sulekha.com/computer-software-dealers/bangalore","Sogo Computers",""
"1651750375-2528","https://www.sulekha.com/computer-software-dealers/bangalore","Dream Tech Infotel Pvt. Ltd.",""
"1651750375-2573","https://www.sulekha.com/computer-software-dealers/bangalore","Cadd Master",""
"1651750375-2673","https://www.sulekha.com/computer-software-dealers/bangalore","Sogo I Tech Solutions LLP",""
"1651750375-2722","https://www.sulekha.com/computer-software-dealers/bangalore","Trabacus Technologies",""
"1651750375-2631","https://www.sulekha.com/computer-software-dealers/bangalore","SofTick Communications",""
"1651750375-2662","https://www.sulekha.com/computer-software-dealers/bangalore","Windows os installation",""
"1651750375-2574","https://www.sulekha.com/computer-software-dealers/bangalore","Prerana Business Solution",""
"1651750375-2831","https://www.sulekha.com/computer-software-dealers/bangalore","RAMP Technologies Pvt. Ltd.",""
"1651750375-2904","https://www.sulekha.com/computer-software-dealers/bangalore","Wincent Technologies",""
"1651750375-2775","https://www.sulekha.com/computer-software-dealers/bangalore","Belladonna Information Technologies Pvt. Ltd.",""
"1651750375-2821","https://www.sulekha.com/computer-software-dealers/bangalore","I.T. Catalyst",""
"1651750375-2921","https://www.sulekha.com/computer-software-dealers/bangalore","R Cube Solutions",""
"1651750375-2822","https://www.sulekha.com/computer-software-dealers/bangalore","Satyam Computers Services Ltd.",""
"1651750375-2814","https://www.sulekha.com/computer-software-dealers/bangalore","IDS Software Pvt. Ltd.",""
"1651750375-2692","https://www.sulekha.com/computer-software-dealers/bangalore","Cloud ERP Solutions",""
"1651750375-2647","https://www.sulekha.com/computer-software-dealers/bangalore","bizzoft infotech",""
"1651750375-2873","https://www.sulekha.com/computer-software-dealers/bangalore","Media Trend IT",""
"1651750375-2548","https://www.sulekha.com/computer-software-dealers/bangalore","Abhishek IT Services",""
"1651750375-2670","https://www.sulekha.com/computer-software-dealers/bangalore","Pranaya Software Services",""
"1651750375-2746","https://www.sulekha.com/computer-software-dealers/bangalore","Hi Tech Informatics",""
"1651750375-2776","https://www.sulekha.com/computer-software-dealers/bangalore","Hitech Computers",""
"1651750375-2598","https://www.sulekha.com/computer-software-dealers/bangalore","Quest Infocom",""
"1651750375-2645","https://www.sulekha.com/computer-software-dealers/bangalore","SalesBabu Business Solutions Pvt. Ltd.",""
"1651750375-2634","https://www.sulekha.com/computer-software-dealers/bangalore","Prasad Infoservice",""
"1651750375-2535","https://www.sulekha.com/computer-software-dealers/bangalore","Microgenesis Pvt. Ltd.",""
"1651750375-2779","https://www.sulekha.com/computer-software-dealers/bangalore","Quick Heal Technologies Pvt. Ltd.",""
"1651750375-2649","https://www.sulekha.com/computer-software-dealers/bangalore","Xabyte Solutions",""
"1651750375-2867","https://www.sulekha.com/computer-software-dealers/bangalore","Encor Software Ltd.",""
"1651750375-2733","https://www.sulekha.com/computer-software-dealers/bangalore","Saket Advanced Instruments Pvt. Ltd.",""
"1651750375-2684","https://www.sulekha.com/computer-software-dealers/bangalore","CHETAN INSTITUTE OF BUSINESS SOLUTIONS",""
"1651750375-2627","https://www.sulekha.com/computer-software-dealers/bangalore","People Works",""
"1651750375-2686","https://www.sulekha.com/computer-software-dealers/bangalore","business",""
"1651750375-2586","https://www.sulekha.com/computer-software-dealers/bangalore","Bengaluru Hi Tech Training Institute",""
"1651750375-2918","https://www.sulekha.com/computer-software-dealers/bangalore","Wood Apple Unik Solutionz Pvt. Ltd.",""
"1651750375-2635","https://www.sulekha.com/computer-software-dealers/bangalore","Premier Infotech",""
"1651750375-2807","https://www.sulekha.com/computer-software-dealers/bangalore","Maitri Distributors",""
"1651750375-2899","https://www.sulekha.com/computer-software-dealers/bangalore","Nimble Technologies",""
"1651750375-2591","https://www.sulekha.com/computer-software-dealers/bangalore","Indiansfuture",""
"1651750375-2791","https://www.sulekha.com/computer-software-dealers/bangalore","Data Software",""
"1651750375-2578","https://www.sulekha.com/computer-software-dealers/bangalore","Dribble Logics Systems Pvt. Ltd",""
"1651750375-2916","https://www.sulekha.com/computer-software-dealers/bangalore","Warden Security Systems",""
"1651750375-2897","https://www.sulekha.com/computer-software-dealers/bangalore","Marfic Software Solutions",""
"1651750375-2582","https://www.sulekha.com/computer-software-dealers/bangalore","Future Technologies",""
"1651750375-2914","https://www.sulekha.com/computer-software-dealers/bangalore","SJ Infotech",""
"1651750375-2632","https://www.sulekha.com/computer-software-dealers/bangalore","SphereSuite",""
"1651750375-2650","https://www.sulekha.com/computer-software-dealers/bangalore","Arab Yusuf",""
"1651750375-2817","https://www.sulekha.com/computer-software-dealers/bangalore","V.S.M. Software",""
"1651750375-2664","https://www.sulekha.com/computer-software-dealers/bangalore","NCN Infotech",""
"1651750375-2612","https://www.sulekha.com/computer-software-dealers/bangalore","Vision Technologies",""
"1651750375-2728","https://www.sulekha.com/computer-software-dealers/bangalore","Accure Systems",""
"1651750375-2832","https://www.sulekha.com/computer-software-dealers/bangalore","Renaissance Technologies Pvt. Ltd.",""
"1651750375-2536","https://www.sulekha.com/computer-software-dealers/bangalore","Amsan Technology",""
"1651750375-2720","https://www.sulekha.com/computer-software-dealers/bangalore","Spark IT Solutions",""
"1651750375-2695","https://www.sulekha.com/computer-software-dealers/bangalore","Sai Softech",""
"1651750375-2699","https://www.sulekha.com/computer-software-dealers/bangalore","Maruthi IT.com Pvt. Ltd.",""
"1651750375-2838","https://www.sulekha.com/computer-software-dealers/bangalore","Venture Infotech Global Pvt. Ltd.",""
"1651750375-2841","https://www.sulekha.com/computer-software-dealers/bangalore","B.E. Solutions Pvt. Ltd.",""
"1651750375-2622","https://www.sulekha.com/computer-software-dealers/bangalore","Computer Languages",""
"1651750375-2843","https://www.sulekha.com/computer-software-dealers/bangalore","Wider Horizons Software Pvt. Ltd.",""
"1651750375-2729","https://www.sulekha.com/computer-software-dealers/bangalore","Digicom Systems Pvt. Ltd.",""
"1651750375-2901","https://www.sulekha.com/computer-software-dealers/bangalore","Advay Solutions Pvt. Ltd.",""
"1651750375-2886","https://www.sulekha.com/computer-software-dealers/bangalore","Unix Services",""
"1651750375-2778","https://www.sulekha.com/computer-software-dealers/bangalore","Software Technologies",""
"1651750375-2660","https://www.sulekha.com/computer-software-dealers/bangalore","Hugo networks pvt ltd",""
"1651750375-2540","https://www.sulekha.com/computer-software-dealers/bangalore","Automated Data Systems",""
"1651750375-2861","https://www.sulekha.com/computer-software-dealers/bangalore","Anush Infobase",""
"1651750375-2801","https://www.sulekha.com/computer-software-dealers/bangalore","Smart Solutions",""
"1651750375-2541","https://www.sulekha.com/computer-software-dealers/bangalore","Brite Softech",""
"1651750375-2895","https://www.sulekha.com/computer-software-dealers/bangalore","Infoyogis Technologies",""
"1651750375-2910","https://www.sulekha.com/computer-software-dealers/bangalore","Task Tally Partner",""
"1651750375-2809","https://www.sulekha.com/computer-software-dealers/bangalore","Apsis Solutions",""
"1651750375-2849","https://www.sulekha.com/computer-software-dealers/bangalore","Manvish Infotech Pvt. Ltd.",""
"1651750375-2816","https://www.sulekha.com/computer-software-dealers/bangalore","Manthan Systems Software",""
"1651750375-2808","https://www.sulekha.com/computer-software-dealers/bangalore","Oracle Bangalore",""
"1651750375-2835","https://www.sulekha.com/computer-software-dealers/bangalore","S.L.K. Software Services Pvt. Ltd.",""
"1651750375-2859","https://www.sulekha.com/computer-software-dealers/bangalore","Spice Digital Ltd.",""
"1651750375-2915","https://www.sulekha.com/computer-software-dealers/bangalore","Duxes Labs Pvt. Ltd.",""
"1651750375-2906","https://www.sulekha.com/computer-software-dealers/bangalore","Blue Ocean Retail Services Pvt. Ltd.",""
"1651750375-2721","https://www.sulekha.com/computer-software-dealers/bangalore","Autrien Communications Pvt. Ltd.",""
"1651750375-2717","https://www.sulekha.com/computer-software-dealers/bangalore","Adstock Business Network International Pvt Ltd",""
"1651750375-2871","https://www.sulekha.com/computer-software-dealers/bangalore","Gold Stroke Computers Pvt. Ltd.",""
"1651750375-2818","https://www.sulekha.com/computer-software-dealers/bangalore","Genesis Multitech",""
"1651750375-2874","https://www.sulekha.com/computer-software-dealers/bangalore","Stroger Enterprises",""
"1651750375-2773","https://www.sulekha.com/computer-software-dealers/bangalore","Saptree Technology Consultancy",""
"1651750375-2839","https://www.sulekha.com/computer-software-dealers/bangalore","Vertscape Infotech Pvt. Ltd.",""
"1651750375-2665","https://www.sulekha.com/computer-software-dealers/bangalore","Kingsons Tektonics",""
"1651750375-2780","https://www.sulekha.com/computer-software-dealers/bangalore","Sri Sai Computers",""
"1651750375-2825","https://www.sulekha.com/computer-software-dealers/bangalore","System Links",""
"1651750375-2572","https://www.sulekha.com/computer-software-dealers/bangalore","Adjetter Media Network Pvt. Ltd.",""
"1651750375-2737","https://www.sulekha.com/computer-software-dealers/bangalore","AMK Technologies",""
"1651750375-2798","https://www.sulekha.com/computer-software-dealers/bangalore","Process Ware Systems Pvt. Ltd.",""
"1651750375-2671","https://www.sulekha.com/computer-software-dealers/bangalore","aksharaontech.com",""
"1651750375-2833","https://www.sulekha.com/computer-software-dealers/bangalore","Reylon Soft Tech Ltd.",""
"1651750375-2789","https://www.sulekha.com/computer-software-dealers/bangalore","Cades Digitech Pvt. Ltd.",""
"1651750375-2589","https://www.sulekha.com/computer-software-dealers/bangalore","Shree Technologies",""
"1651750375-2655","https://www.sulekha.com/computer-software-dealers/bangalore","Volkstek Technology",""
"1651750375-2752","https://www.sulekha.com/computer-software-dealers/bangalore","Eastern Software Systems Ltd.",""
"1651750375-2885","https://www.sulekha.com/computer-software-dealers/bangalore","Imperial Solutions",""
"1651750375-2531","https://www.sulekha.com/computer-software-dealers/bangalore","Softserve Global",""
"1651750375-2705","https://www.sulekha.com/computer-software-dealers/bangalore","Worksphere Technologies Pvt. Ltd.",""
"1651750375-2616","https://www.sulekha.com/computer-software-dealers/bangalore","Aspire Systems and Solutions",""
"1651750375-2588","https://www.sulekha.com/computer-software-dealers/bangalore","Sanghvi Technologies",""
"1651750375-2623","https://www.sulekha.com/computer-software-dealers/bangalore","Saral Paypack By Relyon",""
"1651750375-2820","https://www.sulekha.com/computer-software-dealers/bangalore","Texts Instruments India Pvt. Ltd.",""
"1651750375-2600","https://www.sulekha.com/computer-software-dealers/bangalore","Smruthi Biz Solutions",""
"1651750375-2557","https://www.sulekha.com/computer-software-dealers/bangalore","Software Management Systems Pvt. Ltd.",""
"1651750375-2862","https://www.sulekha.com/computer-software-dealers/bangalore","Kaveri Infotech",""
"1651750375-2558","https://www.sulekha.com/computer-software-dealers/bangalore","NT Software Solution",""
"1651750375-2547","https://www.sulekha.com/computer-software-dealers/bangalore","Medpac Systems",""
"1651750375-2712","https://www.sulekha.com/computer-software-dealers/bangalore","Kavity Devices",""
"1651750375-2739","https://www.sulekha.com/computer-software-dealers/bangalore","M L A & Co..",""
"1651750375-2704","https://www.sulekha.com/computer-software-dealers/bangalore","Smart Drive Labs Technologies India Pvt. Ltd.",""
"1651750375-2900","https://www.sulekha.com/computer-software-dealers/bangalore","Royal Computers & Comm.",""
"1651750375-2593","https://www.sulekha.com/computer-software-dealers/bangalore","Allan Logistics & Allied Services",""
"1651750375-2679","https://www.sulekha.com/computer-software-dealers/bangalore","FloBiz",""
"1651750375-2911","https://www.sulekha.com/computer-software-dealers/bangalore","Metrico Soft Solutions",""
"1651750375-2756","https://www.sulekha.com/computer-software-dealers/bangalore","CADD Centre Indian Pvt. Ltd.",""
"1651750375-2592","https://www.sulekha.com/computer-software-dealers/bangalore","SR Solutions",""
"1651750375-2796","https://www.sulekha.com/computer-software-dealers/bangalore","Objector Technologies Ltd.",""
"1651750375-2745","https://www.sulekha.com/computer-software-dealers/bangalore","Limitedless Software India Pvt. Ltd.",""
"1651750375-2912","https://www.sulekha.com/computer-software-dealers/bangalore","Varne TCS Services",""
"1651750375-2538","https://www.sulekha.com/computer-software-dealers/bangalore","United Computer World",""
"1651750375-2648","https://www.sulekha.com/computer-software-dealers/bangalore","Silicon solutions",""
"1651750375-2527","https://www.sulekha.com/computer-software-dealers/bangalore","Dupat Infotronicx Pvt. Ltd.",""
"1651750375-2754","https://www.sulekha.com/computer-software-dealers/bangalore","Proland Software Pvt. Ltd.",""
"1651750375-2530","https://www.sulekha.com/computer-software-dealers/bangalore","A.V & A.TECH",""
"1651750375-2903","https://www.sulekha.com/computer-software-dealers/bangalore","Ind Global Digital Pvt. Ltd.",""
"1651750375-2678","https://www.sulekha.com/computer-software-dealers/bangalore","kasquare software solutions",""
"1651750375-2771","https://www.sulekha.com/computer-software-dealers/bangalore","Udaya Cyber Cafe",""
"1651750375-2554","https://www.sulekha.com/computer-software-dealers/bangalore","Bangalore Computers",""
"1651750375-2848","https://www.sulekha.com/computer-software-dealers/bangalore","Crescent Techno Soft",""
"1651750375-2828","https://www.sulekha.com/computer-software-dealers/bangalore","Park Controls & Communication Pvt. Ltd.",""
"1651750375-2594","https://www.sulekha.com/computer-software-dealers/bangalore","SREE MOOKAMBIKA PROJECT AND FINANCIAL CONSULTANTS PRIVATE LIMITED",""
"1651750375-2524","https://www.sulekha.com/computer-software-dealers/bangalore","Silicon IT & Educational Services Pvt. Ltd.",""
"1651750375-2638","https://www.sulekha.com/computer-software-dealers/bangalore","RBS IT SOLUTIONS",""
"1651750375-2860","https://www.sulekha.com/computer-software-dealers/bangalore","Binary Semantics Ltd.",""
"1651750375-2659","https://www.sulekha.com/computer-software-dealers/bangalore","Devops And AWS",""
"1651750375-2550","https://www.sulekha.com/computer-software-dealers/bangalore","Nascor Technologies Pvt. Ltd.",""
"1651750375-2690","https://www.sulekha.com/computer-software-dealers/bangalore","Vapor Interface Technologies Pvt Ltd",""
"1651750375-2544","https://www.sulekha.com/computer-software-dealers/bangalore","Aspire Software Consultancy",""
"1651750375-2570","https://www.sulekha.com/computer-software-dealers/bangalore","Nubes Systems Pvt. Ltd.",""
"1651750375-2559","https://www.sulekha.com/computer-software-dealers/bangalore","Rashmika Info Technologies Pvt. Ltd.",""
"1651750375-2806","https://www.sulekha.com/computer-software-dealers/bangalore","Yahoo Software Development India Pvt. Ltd.",""
"1651750375-2646","https://www.sulekha.com/computer-software-dealers/bangalore","SSQUARE TECHNOLOGY SOLUTIONS",""
"1651750375-2596","https://www.sulekha.com/computer-software-dealers/bangalore","Websoftex Software Solutions Pvt. Ltd.",""
"1651750375-2666","https://www.sulekha.com/computer-software-dealers/bangalore","Computer salesand sevice/CCTV services.",""
"1651750375-2795","https://www.sulekha.com/computer-software-dealers/bangalore","Netscalar",""
"1651750375-2560","https://www.sulekha.com/computer-software-dealers/bangalore","Nixapp Technologies Pvt. Ltd.",""
"1651750375-2765","https://www.sulekha.com/computer-software-dealers/bangalore","Orange IT Solutions",""
"1651750375-2774","https://www.sulekha.com/computer-software-dealers/bangalore","Mega Compu World Pvt. Ltd.",""
"1651750375-2534","https://www.sulekha.com/computer-software-dealers/bangalore","Select Softwares India Pvt. Ltd.",""
"1651750375-2542","https://www.sulekha.com/computer-software-dealers/bangalore","New Games N Gadgets",""
"1651750375-2836","https://www.sulekha.com/computer-software-dealers/bangalore","Suntivoli Systems & Software",""
"1651750375-2819","https://www.sulekha.com/computer-software-dealers/bangalore","Subex Systems Ltd.",""
"1651750375-2703","https://www.sulekha.com/computer-software-dealers/bangalore","Injty Software Technologies",""
"1651750375-2680","https://www.sulekha.com/computer-software-dealers/bangalore","AIT Solution",""
"1651750375-2909","https://www.sulekha.com/computer-software-dealers/bangalore","Thakral One",""
"1651750375-2651","https://www.sulekha.com/computer-software-dealers/bangalore","S L Networks",""
"1651750375-2879","https://www.sulekha.com/computer-software-dealers/bangalore","Capricot Technologies Pvt.Ltd",""
"1651750375-2869","https://www.sulekha.com/computer-software-dealers/bangalore","Force Computers India Pvt. Ltd.",""
"1651750375-2663","https://www.sulekha.com/computer-software-dealers/bangalore","REACH Technologies",""
"1651750375-2876","https://www.sulekha.com/computer-software-dealers/bangalore","Anantha Shetty",""
"1651750375-2866","https://www.sulekha.com/computer-software-dealers/bangalore","Silicon Software Services",""
"1651750375-2805","https://www.sulekha.com/computer-software-dealers/bangalore","Unisoft Infotech Pvt. Ltd.",""
